district,title,community,floor,year,bedroom,living_room,area,price,unit_price
雨花,纯板楼大4房，满五唯一，省个税，业主诚心出售,才子嘉都三期,高楼层,,4,2,124.74,138,11064
雨花,雨花亭黄土岭建发中央公园次新小区地段,建发中央公园,低楼层,,3,1,120.59,230,19073
雨花,单价7000多 地铁口大两房 随时看房 满五唯一省个税,上河国际B区,中楼层,2007,2,1,103.6,81,7819
雨花,半山壹号，优质大三房，近公园，双地铁,半山壹号,高楼层,,3,2,131.57,174,13225
雨花,少有住家安静四房出售，20年次新小区，轻奢时代,轻奢时代,低楼层,,4,2,127.8,112,8764
雨花,半山壹号，优质三房，近公园，位置安静,半山壹号,中楼层,2016,3,2,115.31,152,13182
雨花,愉景苑中间楼栋，好房诚心出售，,阳光城愉景苑,中楼层,,3,2,102.16,94.8,9280
雨花,户型格局好，南北透通，采光，视野，通风都好,德奥悦东方,中楼层,,4,2,131.93,200,15160
雨花,看河景，户型格局好，采光，视野，通风都好,德奥悦东方,中楼层,,3,2,110.19,165,14975
雨花,楼层好，视野开阔，无遮挡，单价低，采光通风好，,西子一间,中楼层,2011,1,1,50.26,35,6964
雨花,溪悦荟公园五号线木桥站小哈博双语五江天街商圈,新星小区,高楼层,2002,3,2,80.05,64,7996
雨花,业主诚心出售，公务员小区，精装修，周正，价格可谈,华盛世纪新城,中楼层,2009,4,2,138.23,159.8,11561
雨花,雨花亭一梯两户纯板楼通透性好精装修三房保养好,华银园,中楼层,2006,3,2,129.57,159,12272
雨花,不靠马路，视野开阔中间楼层，生活交通配套齐全,华悦城,中楼层,2013,4,2,130.01,148,11384
雨花,2021年交房的4.2期天阔里，10多万软装，拎包入住！,万科魅力之城,高楼层,,3,2,100.75,140,13896
雨花,中间楼栋楼层，采光视野好，圭塘地铁站，旭辉mall,嘉盛华庭,高楼层,2008,2,1,89.88,87,9680
雨花,正地铁口50米.小区免费停车有小区绿化,电信宿舍,中楼层,,2,1,71.91,50.08,6965
雨花,刚需必看5楼 二期人车分流 业主精装修 双书宝未动,丽发新城,低楼层,2016,3,2,119.53,115,9622
雨花,万科观澜里中间楼层，视野采光好，砂子塘南雅雨花,万科魅力之城,中楼层,,3,2,96.89,122,12592
雨花,建发国企品质，1、4号线双地铁，精装9成新,建发中央公园,中楼层,,3,2,121.59,268,22042
雨花,雨花亭精装四房 业主诚心出售 看房方便 带车位出售,华银园,高楼层,2006,4,2,161.85,160,9886
雨花,新上装修保养好小三房 楼栋位置安静 视野开阔,江河东澜湾,中楼层,2015,3,1,96.06,120,12493
雨花,此房楼层视野采光好，出行方便，户型好，看房方便,中南国际眼镜城,高楼层,,3,2,95.97,91.8,9566
雨花,居家两房，可以拎包入住，视野开阔,五矿万境水岸二期,高楼层,2015,2,1,83.32,112.8,13539
雨花,清新版精装 可拎包入住 9成新 保养好 中上楼层,江河东澜湾,高楼层,2015,3,2,114.0,155,13597
雨花,正地铁口，精装修，中间楼层，安静三房,万科金域华府,中楼层,2013,3,2,89.6,121,13505
雨花,正雨花亭 满五唯一省个税 边户，户型通透,云鼎公馆,中楼层,2012,2,1,89.25,80,8964
雨花,精装修两房 中间楼层 圭塘河景观视野很好 非顶楼一楼,鑫天御景湾一期,高楼层,2013,2,2,88.37,92,10411
雨花,近地铁 低总价 正规一室一厅一阳台 南北通透 采光好,变压器宿舍,高楼层,,1,1,45.96,29.8,6484
雨花,阳光城蓝莓精致毛坯小三房，万科品质物业,阳光城尚东湾蓝莓苑,中楼层,,3,2,96.28,116,12049
雨花,桂花公园近地铁 架空一楼配套齐全 价格美丽,双银花园,低楼层,2004,2,2,70.36,52,7391
雨花,雨花区 两梯四户 电梯房 长潭佳园 带燃气,长潭佳园,中楼层,,1,1,44.95,21.8,4850
雨花,小区内噪音很少的一栋南北通透户型房东诚意出售,长潭佳园,中楼层,,3,2,101.56,48.8,4806
雨花,次新小区 毛坯满五唯一 三室两厅两卫双阳台 带车位,西湖鸿运佳苑,中楼层,,3,2,120.84,100.6,8326
雨花,南北通透大三房 自住装修，中间楼栋中间楼层两梯两户,锦湘国际星城三期,中楼层,2008,3,2,132.42,150,11328
雨花,电信单位房 2020年小区 人车分流 毛坯房 房本在手,天翼花园,高楼层,,2,2,91.04,120,13182
雨花,省个税 随时看房 精装自住 采光通风好 交通便利,绿城桂花城,中楼层,2007,2,2,120.0,135,11250
雨花,：此房视野开阔，楼层好，小高层，居住舒适度高,明昇壹城,高楼层,,3,2,95.27,168,17635
雨花,东塘西雅礼、枫树山旁，精装电梯四房，业主诚意急售。,中天枫景小区,中楼层,,4,2,138.94,350,25191
雨花,次新小区 精装交付 家门口上学,阳光城尚东湾,低楼层,,4,2,132.71,152.8,11514
雨花,圭塘河畔 雨花区政府地铁口 精装3房 诚心出售,万科金域华府,高楼层,2013,3,2,124.77,170,13626
雨花,首付少 在长沙安个家 楼层好 视野开阔,融科东南海,高楼层,2013,1,1,37.13,24,6464
雨花,湘水郡 3室2厅 南,湘水郡,中楼层,2015,3,2,140.48,104,7404
雨花,万科金域华府 3室1厅 南 北,万科金域华府,高楼层,2013,3,1,124.2,165,13286
雨花,此房双阳台，大四房，产权清晰，看房方便,万博汇名邸二期,中楼层,2012,4,2,164.37,388,23606
雨花,桂花二村 2室1厅 南,桂花二村,中楼层,,2,1,62.47,45,7204
雨花,宜居家的房，环境真不错，装修不错,水岸天际,低楼层,2011,2,1,89.19,75,8410
雨花,长塘里学堂 广济桥社区 紧凑小三房 首付12万 刚需好房,华银宿舍,中楼层,,3,1,76.29,58.8,7708
雨花,丰园城 3室2厅 南 北,丰园城,中楼层,2013,3,2,111.97,105,9378
雨花,汇金城精装4房出售，随时看房，诚心出售,汇金城三期,低楼层,,4,2,131.5,177,13461
雨花,人车分流 适合居家 刚需三房 业主诚心出售,华悦城,高楼层,2013,3,2,100.16,99.8,9965
雨花,人民东路 浏阳河边精装三房 可看河景 拎包入住 环境好,双水湾,中楼层,2011,3,1,106.94,135,12624
雨花,自住精装修好房出售，板楼两梯两户含车位，轻盐阳光城,轻盐阳光城,低楼层,,3,2,140.69,152,10804
雨花,长房东旭次新小区，粟塘地铁口5房，配套设施齐全，,长房东旭国际,中楼层,,5,2,191.77,278,14497
雨花,家门口就是长沙市一中，长塘里 学习氛围好,阳光城尚东湾青云苑,中楼层,2017,2,2,89.2,89,9978
雨花,学园区精装两房，满五唯一，证在手，陪读好房,阳光城尚东湾（学园区）,中楼层,,2,2,82.18,92,11195
雨花,业主自住精装，不靠马路，带车位，省个税，诚售,中建嘉和城,高楼层,,3,2,113.4,130,11464
雨花,天下一家 2室2厅 南,天下一家,低楼层,2015,2,2,81.71,82,10036
雨花,楼层高，视野好，全屋点石家装保养新，拎包入住,金轮星光名座,高楼层,2016,3,2,94.76,138,14564
雨花,4号线粟塘站正地铁口99平三房两卫小三房,恒大绿洲,中楼层,,3,2,99.39,121,12175
雨花,新盛珑璟台业主诚心出售！！！！正规横厅三房,新盛珑璟台,中楼层,2011,3,2,112.97,103,9118
雨花,次新小区 朝南周正户型 小区绿化好 交通便利,蓝光幸福满庭,低楼层,2016,3,2,84.8,115.6,13633
雨花,红星冷库旁 房东自住装修 唯一 看房方便,佳兆业君汇上品,高楼层,,3,2,115.51,79.8,6909
雨花,地铁口两百米一梯两户大平层精装修富豪都喜欢神户型,天翼花园,中楼层,,4,2,164.11,218,13284
雨花,明昇大平层高品质次新小区中间位置紧挨游泳池好房子,明昇壹城,高楼层,,4,2,189.27,318,16802
雨花,二环内 园林式小区 二梯四户 小高层 户型通透采光好,中江佳境天成,高楼层,2010,3,2,122.49,125,10205
雨花,南北tongtou，交通便利，视野好，央企品质楼盘,保利大都汇,高楼层,,4,2,125.16,189.8,15165
雨花,中隆国际御玺满五唯一看房很方便,中隆国际御玺,低楼层,,4,2,236.0,263,11145
雨花,丽发新城 出行方便 满五 楼层好 清水毛坯,丽发新城,高楼层,,2,1,81.28,59,7259
雨花,阿弥岭二片　安静不吵　简单舒适 诚心出售 看房方便,阿弥岭2片,中楼层,1979,2,1,52.58,36.8,6999
雨花,井湾子业主自住装修三房 满五唯一省个税 业主急售,东方名都百草园,高楼层,2007,3,2,99.7,68,6821
雨花,友谊路山水洲城大三房诚心出售看房方便,鑫天山水洲城,高楼层,2007,3,1,137.34,122.8,8942
雨花,明昇壹城 武广板块 小三房 长郡双语 枫树山,明昇壹城,高楼层,,3,2,95.27,160,16795
雨花,中航城四期K区，业主诚售，中间楼层，省个税,中航城,中楼层,,4,2,139.65,139,9954
雨花,赤岗冲电梯两房 满五唯一 精装两房 业主诚心卖,名都凯旋城,低楼层,2007,2,2,91.03,83.8,9206
雨花,房子 是开发商精装户型很好 南北通透 楼栋位置佳,中建璟和城,中楼层,,3,2,120.99,130,10745
雨花,楼层光线都很好，自住精装修三房,英郡年华,高楼层,2012,3,2,97.06,115,11849
雨花,巢之恋 2室1厅 南,巢之恋,低楼层,2013,2,1,84.41,78.8,9336
雨花,德思勤，洞井路，业主诚心出售。,新盛珑璟台,中楼层,2011,2,2,75.29,72,9564
雨花,武广商圈 长房东旭 吾悦广场 毛胚三房出售,长房东旭国际,低楼层,,3,2,99.87,132,13218
雨花,人车分流 生活配套便利 物业好 唯一住房 次新小区,中建嘉和城,高楼层,,3,2,96.2,91.8,9543
雨花,稀有小高层，倒挂小区2000一平，大3房2卫，圭塘河公园,英郡年华,低楼层,2012,3,2,109.5,108.8,9937
雨花,次新小区纯毛坯南北通透中层视野开阔诚心卖,锦湘国际星城四期,中楼层,,3,2,142.23,198,13922
雨花,砂子塘+南雅双语万科物业诚心出售人车分流,万科魅力之城,中楼层,2013,1,1,43.28,32,7394
雨花,雨花亭中.心 凯德广场50米 首付低 买三房 拎包入住,白沙啤酒公寓,中楼层,,3,1,72.58,45,6201
雨花,房子是边户满五唯一，毛坯，南北对流三房,新星小区,中楼层,2002,3,2,91.91,73,7943
雨花,锦湘国际星城三期 3室2厅 南,锦湘国际星城三期,中楼层,2011,3,2,96.48,100,10365
雨花,长沙大道地铁口大三房，全屋zhongyagn空调,东城港,高楼层,,3,2,132.94,158,11886
雨花,保利大都汇二期双阳台边户中间楼层视野好,保利大都汇,中楼层,,4,2,124.59,182,14608
雨花,平吉上苑 次新小区 通透双阳台 纯毛坯 正地铁,长沙平吉上苑,低楼层,,3,2,114.74,139.8,12185
雨花,泰禹家园一期 2室2厅 东南 南,泰禹家园一期,中楼层,2005,2,2,108.47,102,9404
雨花,小高层纯板楼，2梯2户精品装修改善房东边户，满五唯一,茂华禧都会,低楼层,2014,4,2,176.09,300,17037
雨花,此房精装三房 户型周正 楼层好 采光好 拎包入住,天翼花园,低楼层,,3,1,98.85,130,13152
雨花,明昇壹城 4室2厅 南 北,明昇壹城,中楼层,,4,2,141.8,270,19041
雨花,丽发三期小三房 满五唯一 带装修 看房方便双书堡,丽发新城三期,低楼层,,3,2,94.6,85,8986
雨花,3地铁口 户型通透 配套成熟 2013年小区,泊爱蓝湾,低楼层,2013,4,2,120.97,128,10582
雨花,武广板块，次新小区，满五唯一，拎包入住,阳光城尚东湾（学园区）,低楼层,,2,1,82.18,92,11195
雨花,雨花区交警队旁，三卧朝南，中间楼层,新星小区,中楼层,2002,3,2,102.91,88,8552
雨花,居家装修，楼层视野好，业主诚心出售,恒生碧水龙庭,中楼层,,3,2,87.2,95.7,10975
雨花,汽车南站 7号线 长郡雨外 精致小三房,佳天名苑,高楼层,2012,3,2,86.58,73,8432
雨花,湘农桥社区二区 3室2厅 南 北,湘农桥社区二区,高楼层,,3,2,102.12,155,15179
雨花,业主诚心出售，邻畔浏阳河，河景全览!,阳光城尚东湾凌云府,高楼层,,4,2,145.11,146.8,10117
雨花,业主自住三房精装全屋家具家电，地铁口，满五唯一,新里程潇湘名城,低楼层,2016,3,2,107.54,140,13019
雨花,此房户型周正，采光好，窗外视野无遮挡。,星雨心苑,中楼层,2009,2,1,90.36,98,10846
雨花,树木岭 2013年商品房 不临街两房 拎包住 满五年唯一,新城新世界三期,低楼层,2013,2,2,89.4,139,15549
雨花,中低楼层简装只卖毛坯价格视野无遮挡,中城丽景香山,中楼层,2012,2,2,65.25,82,12568
雨花,中航城业主自住精装大三房 南北互通 有钥匙可随时看房,中航城,中楼层,,4,2,143.68,172,11972
雨花,中建央企 户型周正 大阳台 人车分流 中建物业 四房,中建嘉和城,中楼层,,4,2,132.38,130,9821
雨花,诚心出售嘉和城满五唯一自住装修带中洋空调和地暖,中建嘉和城,低楼层,,3,2,97.1,110,11329
雨花,此房满五唯一，三房装修好，配套设施齐全可拎包入住,佳兆业水岸新都东区,中楼层,2013,3,2,88.36,66,7470
雨花,居家装修拎包入住 采光充足 楼层好 位置安静随时看房,长房东旭国际,低楼层,,3,2,99.37,142,14291
雨花,恒大国际广场 正地铁口 精装三房 次新小区 配套成熟,恒大国际广场,高楼层,,3,2,110.85,132.6,11963
雨花,万科阔绰四房，阳光充足，推窗见绿，价格实惠,万科金域华府,低楼层,2013,4,2,126.6,160,12639
雨花,小高层闹中取静两梯三户 地铁4号线赤岗岭交通便利,丽星景园,低楼层,2006,3,2,129.37,116,8967
雨花,近规划七号线地铁站，德思勤，配套齐全，诚心出售,红区抽屉,高楼层,2008,1,1,53.03,43.8,8260
雨花,业主自住精装修，好楼层，诚心出售，小区环境很好。,绿地新都会,中楼层,2015,4,2,128.72,138,10721
雨花,华盛周正三房 价格好谈 诚心出售中间楼层,华盛世纪新城,低楼层,2009,3,2,139.36,133,9544
雨花,地铁口 大三房 植物园旁 德思勤商圈,中天瑞景北区,低楼层,,3,2,145.48,108,7424
雨花,自住装修 南北通透的四房 两梯两户 小高层 绿化好,中江国际花城,中楼层,2006,4,2,162.81,211,12960
雨花,正地铁口 精装大四房 带地暖 中间楼层 业主诚意出售,长沙恒大城,中楼层,,4,2,171.11,178,10403
雨花,雨花亭2013年小区 精装三房 公摊小 视野无遮挡,都市兰亭汇峰苑,中楼层,2013,3,2,87.59,89.8,10253
雨花,沙湾公园 次新小区 带露台独特三房 采光好,半山壹号,低楼层,,3,2,103.12,128,12413
雨花,首套不现购！低首付 随时方便看房,上海城,低楼层,2010,2,2,81.0,88,10865
雨花,中间位置好楼栋三房，万科物业万科魅力之城,万科魅力之城,高楼层,,3,1,86.04,120,13948
雨花,采光通透业主诚心出售地铁口公园旁,万科金域华府,低楼层,2013,3,2,89.6,123,13728
雨花,天翼未来城 中上楼层 自住精装 桂花公园地铁口,长房天翼未来城,高楼层,2015,3,2,148.73,237.9,15996
雨花,精装朝南两房 ，拎包入住. 中间楼栋安静,鑫天御景湾二期,中楼层,2013,2,2,97.25,96,9872
雨花,佳兆业水岸新都东区 2室1厅 东 东南,佳兆业水岸新都东区,高楼层,,2,1,78.19,50,6395
雨花,万科魅力之城 3室2厅 南,万科魅力之城,高楼层,,3,2,100.0,145,14500
雨花,万科二期熊猫户型 中间楼层 近地铁 公园 商圈,万科金域华府,高楼层,2013,3,2,90.12,138,15313
雨花,锋镜里次新4居室 + 楼层好采光好 + 满五省内一套房,万科魅力之城,中楼层,,4,1,125.93,175,13897
雨花,校园旁新小区人车分流高层三房全明视野好,丰园城丰祥苑,高楼层,2019,3,2,103.06,105,10189
雨花,此房精装三房 户型周正 楼层好 采光好 近地铁,天翼花园,低楼层,,2,2,91.22,119.5,13101
雨花,沙湾公园 双地铁 高铁南站 山姆会员店 中间位置好楼层,半山壹号,高楼层,2017,3,2,140.06,172,12281
雨花,电信局的单位房，次新小区，地铁口两百米，中间楼层，,天翼花园,低楼层,,4,2,138.89,190,13680
雨花,看植物园青山绿水 鸟语花香 板式通透户型,山水霖城,低楼层,,3,2,90.83,99.88,10997
雨花,首付低，单价低入枫树山，次新小区，可弄两房带燃气。,长房半岛蓝湾一期,中楼层,2016,2,2,50.58,36,7118
雨花,保利次新小区，中间楼层 户型天花板，99%丈母娘都喜欢,保利大都汇,高楼层,,5,2,147.92,210,14197
雨花,满五唯一，产权清晰，红本在手，自住装修,红星嘉和苑,低楼层,2014,3,2,88.38,101.8,11519
雨花,保利大都汇 4室2厅 南,保利大都汇,中楼层,,4,2,123.56,195,15782
雨花,此房为城建开发单位房，采光好，户型周正，户型好,桔香苑,高楼层,2005,4,2,144.81,88,6077
雨花,植物园东 高速公路单位优质毛坯三房诚意出售,长潭佳园,高楼层,,3,2,120.49,55,4565
雨花,电梯房 中高层 拎包入住 近地铁,鑫天佳园,中楼层,2004,4,2,183.87,148,8050
雨花,次新次新小区118户型四房设计全房智能家电,保利大都汇,高楼层,,4,2,117.7,192.8,16381
雨花,次新楼盘 诚心出售 随时看房 价格可谈,保利大都汇,高楼层,,4,2,117.88,160.8,13641
